AgendaItemID,MeetingDate,ProjectTitle,Location,Latitude,Longitude,ParsedNumber,ParsedStreet,PointParcelSTRAP,PointParcelAddress,AddressParcelSTRAP,AddressParcelAddress,AddressMatchCount,DistanceMeters,Status,Notes,Document_Link
2583,2020-05-27,Corkscrew Road/Puente Lane Traffic Signal Design - Contract EC 2019-04 STA-1 Change Order O1,"Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf
1291,2020-07-22,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement Approve the Interlocal Agreement between Lee County and the Village ofEstero for Corkscrew Road/Puente Lane Traffic Signal. Because the Lee County Commission is currently on summer bre...,"Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07222020%20Council%20Meeting%20Minutes.pdf
1475,2020-09-09,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement - Modified,"Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09092020%20Council%20Meeting%20Minutes.pdf
1946,2020-11-04,"Resolution 2020-23 of the Village Council of the Village of Estero, Florida, approving a Budget Amendment for Fiscal Year 2020-2021 to include the Corkscrew Road - Puente Lane Traffic Signal; and providing an effective date","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/11042020%20Council%20Meeting%20Minutes.pdf
118,2021-01-20,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement wi,"Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/01202021%20minutes.pdf
929,2017-06-07,"Resolution No. 2017-14 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Florida Department of Transportation Installing Signs on US 41, Between Corkscrew Road and Coconut Road, Designated as ""Coach Jeff Sommer Memo...","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/060717%20Council%20Meeting%20Approved%20Minutes.pdf
2457,2019-10-16,Corkscrew Road Widening Update,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191016%20Council%20Meeting%20Approved%20Minutes.pdf
2581,2020-05-27,"Corkscrew Road Design and Permitting and Resolution No. 2020-07 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Corkscrew Road Widening Design and Permitting for Fiscal Year 2019-2020; and...","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf
198,2024-02-07,Corkscrew Road Easement Acquisition Services Contract,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf
276,2024-02-21,Corkscrew Road-River Creek Sidewalk Agreement,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf
921,2024-06-05,"Corkscrew Road Path, Lighting, and Landscaping Construction Management at Risk - RFP 2024-03","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/06052024%20minutes.pdf
1133,2024-07-03,"Corkscrew Road Path, Landscaping & Lighting Project Construction Manager at Risk Contract","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf
823,2022-05-18,Corkscrew Road Stoneybrook Path Construction Engineering and Inspection (CEI) Contract - AIM Engineering & Surveying,"Corkscrew Road at Stoneybrook Golf Drive, Estero, FL",26.439657614771,-81.762920730637,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf
820,2022-05-18,Resolution No. 2022-13 - Stoneybrook Sidewalk Easement A Resolution Approving and Accepting a Sidewalk Easement from Stoneybrook Community Development District; Authorizing the,"Corkscrew Road at Stoneybrook Golf Drive, Estero, FL",26.439657614771,-81.762920730637,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf
956,2021-06-08,"Estero Crossing (DOS2020-E007) (District 5) Art Sculpture 10500 Corkscrew Road, ±43-acre site (total project size) located on the south side of Corkscrew Road, 1,000 feet west of the intersection of Corkscrew Road and I-75. The applicant seeks the...",Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/06082021%20PZDB%20Minutes.pdf
686,2016-05-04,Estero - 14 Months After Incorporation,"Cypress Bend, Estero, FL",26.4469,-81.8116,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/050416%20Council%20Meeting%20Approved%20Minutes.pdf
553,2023-04-11,"Downtown Estero Infrastructure- Development Order (DOS2022- E006) (District 2) Located on the east side of US 41, north of Broadway and east of the Broadway Shoppes. - Applicant seeks to construct the backbone infrastructure for a 34-acre Mixed Pl...","Downtown Estero project site, east of US 41 and north of Broadway Avenue East, Estero, FL",26.4432,-81.807,,,074525L4U14843965,RAILROAD R/W,,,0,,VENUE_ONLY,point in RAILROAD R/W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/04112023%20PZDB%20Minutes.pdf
1209,2015-07-10,Estero Parkway Sidewalks (Councilmember Boesch) Mayor Batos reviewed that Capital Projects was on the list of items that the Council had been working through during workshops for the past few months. He clarified that this was a process for creati...,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/071015%20Workshop%20Approved%20Minutes.pdf
379,2017-03-15,"Estero Parkway-Danny Nelson, Tetra Tech","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/031517%20Council%20Meeting%20Approved%20Minutes.pdf
798,2017-05-17,"Estero Parkway - Initial Concept Road Cross Sections Village Manager Sarkozy briefly described the two proposed phases. Presentation by: Danny Nelson, Vice President, TetraTech Mr. Nelson offered a PowerPoint Presentation that included: background...","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/051717%20Council%20Meeting%20Approved%20Minutes.pdf
2428,2019-09-18,"Approval and Award ofRFB 2019-06 Estero Parkway Roadway and Landscape Improvements and if, applicable, approve Resolution No. 2019-20 A Resolution of the Village Council of the Village ofEstero, Florida approving the second budget amendment for fi...","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-18%20Council%20Meeting%20Approved%20Minutes.pdf
2429,2019-09-18,"Approval and Award ofRFB 2019-06 Estero Parkway Roadway and Landscape Improvements and if, applicable, approve Resolution No. 2019-20 A Resolution of the Village Council of the Village ofEstero, Florida approving the second budget amendment for fi...","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-18%20Council%20Meeting%20Approved%20Minutes.pdf
1062,2017-06-21,Competitive Negotiation CN 2017-01 Estero Parkway Roadway and Landscape Design,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/062117%20Council%20Meeting%20Approved%20Minutes.pdf
1592,2017-09-20,Approve Ranking of Consultants and Authorize the Contract Negotiations for CN 2017-01 Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf
1593,2017-09-20,Approve Ranking of Consultants and Authorize the Contract Negotiations for CN 2017-01 Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan Village Manager Sarkozy reviewed Council's authorization for staff to follow thro...,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf
1594,2017-09-20,"Concur with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf
1596,2017-09-20,"Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf
2016,2017-11-15,Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf
2017,2017-11-15,Estero Parkway Roadway/Landscape Design & Estero Roadways Landscape Master Plan CN 2017-01,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf
2378,2019-06-26,Construction Engineering Inspection (CEI) Services - Estero Parkway Questions or Comments: Mayor Ribble,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-26%20Council%20Meeting%20Approved%20Minutes.pdf
2542,2020-02-05,CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) This agenda item was pulled from the agenda,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf
1474,2020-09-09,CN-2018-02 Misc. Professional Services Change Order (Construction Engineering Inspection (CEI) Services for Estero Parkway Roadway and Landscape Improvements),"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,,274625E11100B00CE,CASCADES @ ESTERO C/E,,,0,,VENUE_ONLY,point in CASCADES @ ESTERO C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09092020%20Council%20Meeting%20Minutes.pdf
2191,2016-12-07,Proposed State Legislative Agenda Village Manager Sarkozy,"Koreshan State Park, Estero, FL",26.4368409,-81.8180833,,,284625E4U18572422,20950 S TAMIAMI TRL,,,0,,VENUE_ONLY,point in 20950 S TAMIAMI TRL,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/120716%20Council%20Meeting%20Approved%20Minutes.pdf
397,2022-03-16,"Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,,274625E4080V500CE,VILLAGES @ COUNTRY CREEK C/E,,,0,,VENUE_ONLY,point in VILLAGES @ COUNTRY CREEK C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03162022%20minutes.pdf
522,2022-04-06,"Resolution No. 2022-05 a Resolution Confirming the Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,,274625E4080V500CE,VILLAGES @ COUNTRY CREEK C/E,,,0,,VENUE_ONLY,point in VILLAGES @ COUNTRY CREEK C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04062022%20minutes.pdf
626,2022-04-20,"Resolution No. 2022-08 A Resolution for Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,,274625E4080V500CE,VILLAGES @ COUNTRY CREEK C/E,,,0,,VENUE_ONLY,point in VILLAGES @ COUNTRY CREEK C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04202022%20minutes.pdf
293,2017-02-28,"passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask ",Riverside Park,26.340123664681304,-81.77944144235532,,,354725B100202A000,10450 REYNOLDS ST,,,0,,VENUE_ONLY,point in 10450 REYNOLDS ST,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/022817%20Joint%20Workshop%20with%20Bonita%20Springs%20City%20Council%20Approved%20Minutes.pdf
492,2023-04-05,"Resolution No. 2023-07 Sandy Lane Bike/Pedestrian Improvements State Funding A Resolution of the Village Council of the Village of Estero, Requesting State Funding for a Project known as Sandy Lane Bicycle and Pedestrian Improvements; Authorizing the","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/04052023%20minutes.pdf
2027,2023-11-15,Sandy Lane Design & Permitting Contract Change Order,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11152023%20minutes.pdf
129,2024-01-24,Sandy Lane Construction Engineering Inspection Services Contract,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01242024%20minutes.pdf
195,2024-02-07,Sandy Lane Easement Acquisition Services Contract,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf
652,2024-05-01,Sandy Lane Bike/Ped Improvements Construction Manager at Risk Contract,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05012024%20minutes.pdf
1026,2026-06-17,"Resolution No. 2026-05 Sandy Lane Bike/Ped Improvements State Funding Termination A Resolution of the Village Council of the Village of Estero, Florida, Approving Termination of Grant Agreement; Making Related Findings; Providing for Severability...","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/06172026.pdf
177,2022-02-02,CN 2022-02 Design and Permitting Services for Sandy Lane & Broadway East Bicycle / Pedestrian Improvements,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,,074525L4U14843965,RAILROAD R/W,,,0,,VENUE_ONLY,point in RAILROAD R/W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/02022022%20minutes.pdf
399,2022-03-16,Sandy Lane & Broadway East Bicycle/Pedestrian Improvements Design and Permitting Services (CN 2022-02) Contract,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,,074525L4U14843965,RAILROAD R/W,,,0,,VENUE_ONLY,point in RAILROAD R/W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03162022%20minutes.pdf
1768,2023-10-10,"Southwest Florida Church of Christ - Special Exception (SEZ2023-E002)(District 4) 20540 Sandy Lane, 2.18-acre vacant parcel at the southwest corner of Sandy Lane and Broadway East","Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,,074525L4U14843965,RAILROAD R/W,,,0,,VENUE_ONLY,point in RAILROAD R/W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf
1148,2023-07-05,Sandy Lane Path Prefabricated Bridge - Request for Bid (RFB) 2023-07,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07052023%20%20minutes.pdf
2203,2022-12-07,Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/12072022%20minutes.pdf
171,2023-02-01,Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/02012023%20minutes.pdf
279,2024-02-21,Bonita-Estero Rail-Trail,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf
595,2024-04-17,Acquisition for BERT,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/04172024%20minutes.pdf
653,2024-05-01,"Resolution No. 2024-06 Bonita-Estero Rail-Trail (BERT) A Resolution of the Council of the Village of Estero, Florida Expressing Support for Bonita-Estero Rail-Trail Project; Authorizing the","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05012024%20minutes.pdf
462,2025-04-02,BERT Memorandum of Agreement,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,,334625E3U19712299,ACCESS UNDETERMINED,,,0,,VENUE_ONLY,point in ACCESS UNDETERMINED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/04022025.pdf
2177,2023-12-06,Review of Framework for Cooperation between Village and the Estero Forever Foundation,"Shadow Wood, Estero, FL",26.4099337,-81.7949565,,,034725E3050L30000,SHADOW WOOD @ THE BROOKS C/E,,,0,,VENUE_ONLY,point in SHADOW WOOD @ THE BROOKS C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12062023%20minutes.pdf
822,2022-05-18,Corkscrew Road Pathway Construction Contract - Cougar Contracting,"Stoneybrook, Estero, FL",26.4298062,-81.7679548,,,364625E109L160000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf
1200,2025-07-08,"Aldi - 11906 Newbridge Court, Development Order (DOS2025-E001) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road on Newbridge Court","Stoneybrook, Estero, FL",26.4298062,-81.7679548,,,364625E109L160000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf
2296,2019-02-20,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",TRAILSIDE DR & POINCIANA AV,26.4437985295955,-81.8130436513598,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf
2585,2020-05-27,"Trailside Drive and Poinciana A venue Resurfacing/Rebuild RFB 2020-08 and Resolution No. 2020-06 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Trailside Drive and Poinciana A venue Resurf...",TRAILSIDE DR & POINCIANA AV,26.4437985295955,-81.8130436513598,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf
1134,2024-07-03,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,"The Brooks, Estero, FL",26.3926426,-81.7753764,,,114725E31500K0000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf
1966,2024-11-06,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,"The Brooks, Estero, FL",26.3926426,-81.7753764,,,114725E31500K0000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf
2232,2022-12-13,Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to...,"The Brooks, Estero, FL",26.3926426,-81.7753764,,,114725E31500K0000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20PZDB%20Minutes.pdf
